"id","playerid","role","name","team","year","s1","s2","s3","s4","s5","s6","s7","s8","s9","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","numqs","win","lose","save","strikeout","numofmatches","innings","strikeoutrate","numofpitches","numofbatters","hitsallowed","homerunallowed","basesonballs","hitbypitch","intentionalwalk","runsallowed","earnedruns","completegames","shutouts","nowalk","opponentsbattingaverage","qsrate","supportpoint","runsupport","whip","maxspeed","minspeed","ballspeeddifference"
"2420","700065","playerP","岸 孝之","楽天","2019","0.300","0.087","0.118","0.226","0.417","0.265","0.270","0.455","0.174","---","0.000","0.333","---","---","0.500","0.000","0.000","0.000","0.000","0.000","0.000","0.167","0.125","0.250","---","9","3","5","0","86","15","93+2/3","8.26","1501","381","80","12","25","1","1","37","37","0","0","0",".230","60.00%","30","2.73","1.12","147","103","44"
"2421","700065","playerP","岸 孝之","楽天","2020","0.278","0.267","0.125","0.300","0.292","0.091","0.294","0.333","0.037","---","0.000","0.000","0.000","0.000","0.250","0.000","0.400","---","0.000","---","0.000","0.300","0.000","0.000","---","6","7","0","0","70","11","67+1/3","9.36","1090","269","48","5","20","1","0","24","24","2","1","0",".195","60.00%","37","5.46","1.01","146","104","42"
"2422","700065","playerP","岸 孝之","楽天","2021","0.273","0.382","0.250","0.359","0.462","0.196","0.262","0.196","0.131","---","0.333","0.429","0.000","---","---","---","0.333","0.000","0.500","0.500","0.000","0.118","0.167","0.182","0.000","16","9","10","0","131","25","149","7.91","2460","620","149","17","34","1","0","62","57","1","1","1",".262","64.00%","74","4.16","1.23","148","97","51"
"2423","700065","playerP","岸 孝之","楽天","2022","0.359","0.278","0.235","0.322","0.262","0.173","0.340","0.278","0.149","0.000","0.000","0.077","0.000","---","0.333","---","0.182","0.000","0.000","0.250","0.000","0.000","0.045","0.000","0.000","15","8","10","0","118","22","141","7.53","2240","555","116","18","28","1","0","51","50","0","0","0",".224","68.18%","61","3.71","1.02","147","104","43"
"2424","700065","playerP","岸 孝之","楽天","2023","0.220","0.233","0.129","0.328","0.340","0.206","0.250","0.288","0.261","0.000","0.400","0.250","0.000","---","0.500","0.000","0.200","0.333","0.500","0.250","0.000","0.300","0.083","0.200","0.000","11","9","5","0","76","20","120+1/3","5.68","1926","506","123","10","20","3","0","44","41","1","1","0",".259","55.00%","55","3.93","1.19","146","103","43"
"2425","1100089","playerP","十亀 剣","西武","2012","0.105","0.321","0.250","0.263","0.625","0.333","0.000","0.300","0.231","0.000","0.000","0.250","0.000","0.000","1.000","0.000","0.000","0.000","---","---","0.000","0.000","0.000","1.000","---","1","6","0","0","41","41","53","6.96","872","223","50","4","17","3","2","16","16","0","0","0",".251","100.00%","4","5.14","1.26","151","103","48"
"2426","1100089","playerP","十亀 剣","西武","2013","0.200","0.324","0.364","0.316","0.369","0.289","0.262","0.150","0.209","---","0.571","0.000","0.000","0.667","0.000","0.250","0.263","0.111","0.143","0.000","0.000","0.000","0.091","0.000","0.000","15","8","8","0","122","28","164+1/3","6.68","2631","688","158","12","44","9","1","68","63","6","2","2",".254","57.69%","73","3.86","1.23","151","96","55"
"2427","1100089","playerP","十亀 剣","西武","2014","0.250","0.231","0.455","0.313","0.227","0.379","0.143","0.375","0.200","---","1.000","---","0.500","---","---","---","0.000","0.000","0.200","0.500","0.000","0.143","0.000","0.000","0.000","4","4","5","3","41","21","59","6.25","1009","255","59","6","24","2","1","27","24","1","1","0",".271","50.00%","28","5.14","1.41","151","101","50"
"2428","1100089","playerP","十亀 剣","西武","2015","0.237","0.406","0.457","0.176","0.283","0.254","0.259","0.250","0.289","---","0.250","0.000","0.429","0.000","0.250","0.000","0.333","0.000","0.267","0.333","0.067","0.217","0.077","0.364","0.000","15","11","7","0","107","26","152","6.34","2498","644","145","19","53","8","0","62","60","1","0","0",".256","62.50%","90","5.19","1.30","149","97","52"
"2429","1100089","playerP","十亀 剣","西武","2016","0.250","0.261","0.238","0.325","0.324","0.382","0.450","0.292","0.211","1.000","0.000","0.500","0.500","---","0.000","0.000","0.200","0.000","0.077","---","0.000","0.500","0.400","0.143","0.000","2","4","6","0","41","21","71+1/3","5.17","1322","335","85","3","31","9","0","55","50","0","0","0",".295","15.38%","31","4.29","1.63","148","94","54"
"2430","1100089","playerP","十亀 剣","西武","2017","0.238","0.200","0.167","0.350","0.200","0.231","0.340","0.500","0.395","---","0.200","0.000","0.250","---","0.500","0.000","0.000","---","0.043","0.250","0.050","0.385","0.273","0.333","0.000","12","8","7","0","83","20","116+1/3","6.42","2041","500","125","10","35","3","0","50","44","0","0","0",".275","60.00%","62","4.54","1.38","151","106","45"
"2431","1100089","playerP","十亀 剣","西武","2018","0.229","0.239","0.160","0.293","0.386","0.367","0.171","0.250","0.314","0.000","0.333","0.286","0.200","---","0.000","0.167","0.083","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","10","5","8","0","82","22","124+1/3","5.94","2129","535","114","16","56","6","0","65","61","0","0","0",".249","50.00%","67","4.75","1.37","150","104","46"
"2432","1100089","playerP","十亀 剣","西武","2019","0.222","0.235","0.308","0.264","0.422","0.270","0.250","0.182","0.281","---","0.250","0.125","0.000","0.500","0.333","0.167","0.400","0.000","0.286","1.000","0.000","0.267","0.167","0.167","0.000","10","5","6","0","57","19","102","5.03","1747","444","106","12","31","4","0","56","51","0","0","0",".262","58.82%","41","3.48","1.34","146","102","44"
"2433","1100089","playerP","十亀 剣","西武","2020","0.111","0.250","0.286","0.400","0.412","0.125","0.200","0.571","0.667","---","---","---","---","---","---","---","0.000","0.000","0.000","0.000","0.000","0.000","0.500","---","---","1","1","2","0","13","8","24","4.88","440","117","30","5","13","3","0","21","20","0","0","0",".300","33.33%","0","0.00","1.79","145","104","41"
"2434","1100089","playerP","十亀 剣","西武","2021","0.308","0.444","0.000","0.286","0.313","0.316","0.412","0.200","0.375","---","---","---","0.000","0.000","---","0.000","0.000","0.000","0.000","---","---","0.250","0.000","---","---","0","1","1","0","26","40","40","5.85","696","176","41","1","19","2","0","18","15","0","0","0",".287","0.00%","0","0.00","1.50","147","105","42"
"2435","1100089","playerP","十亀 剣","西武","2022","0.000","0.500","0.000","0.400","0.444","0.000","0.000","0.000","0.250","---","---","---","---","---","0.000","---","0.000","1.000","0.000","0.000","---","---","0.000","1.000","---","0","0","0","0","15","13","15+1/3","8.80","277","70","15","2","8","1","1","11","4","0","0","0",".263","0.00%","0","0.00","1.50","146","105","41"
"2436","1000148","playerP","大石 達也","西武","2012","0.071","0.467","0.313","0.300","0.118","0.400","0.375","0.500","0.333","---","0.000","0.500","0.167","0.000","---","---","---","0.000","0.333","0.500","0.000","0.000","0.250","0.000","---","0","1","1","0","24","24","36","6.00","592","160","39","2","12","4","0","15","11","0","0","0",".285","0.00%","0","0.00","1.42","144","116","28"
"2437","1000148","playerP","大石 達也","西武","2013","0.200","0.500","0.222","0.267","0.353","0.545","0.250","0.444","0.200","---","0.000","0.222","0.222","0.000","0.000","0.000","0.000","---","1.000","---","0.000","0.111","0.000","0.333","---","0","0","5","8","44","37","36+2/3","10.80","706","166","43","7","12","1","2","28","26","0","0","0",".289","0.00%","0","0.00","1.50","149","120","29"
"2438","1000148","playerP","大石 達也","西武","2015","0.500","---","0.000","---","0.000","---","0.500","0.000","---","---","0.000","0.500","---","---","---","---","---","---","---","---","---","---","---","0.000","---","0","0","0","0","3","3","3+1/3","8.10","52","13","3","0","1","0","0","0","0","0","0","0",".273","0.00%","0","0.00","1.20","141","111","30"
"2439","1000148","playerP","大石 達也","西武","2016","0.400","0.222","0.000","0.333","0.286","0.286","0.222","0.000","0.000","0.000","0.250","0.000","0.000","0.000","0.000","---","---","1.000","---","---","0.000","0.100","0.000","0.000","---","0","1","0","0","36","36","31+2/3","10.23","503","126","18","2","16","0","0","6","6","0","0","0",".168","0.00%","0","0.00","1.07","150","117","33"
"2440","1000148","playerP","大石 達也","西武","2017","0.333","0.000","0.000","0.250","0.200","0.250","0.143","0.200","0.000","---","0.333","0.000","0.000","0.000","---","0.000","0.000","---","0.500","---","---","0.000","0.250","0.000","0.000","0","2","0","0","17","20","19+1/3","7.91","294","77","10","0","11","1","1","2","2","0","0","0",".164","0.00%","0","0.00","1.09","145","115","30"
"2441","1000148","playerP","大石 達也","西武","2018","0.000","0.000","0.750","0.667","0.000","0.500","---","0.250","0.500","---","0.000","1.000","0.500","---","---","---","---","---","---","---","0.000","0.000","0.500","0.000","---","0","1","0","0","7","10","9","7.00","173","43","12","2","4","1","0","8","7","0","0","0",".333","0.00%","0","0.00","1.78","144","115","29"
"2442","1000148","playerP","大石 達也","西武","2019","0.750","0.000","---","0.000","0.500","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0","0","0","0","5","2","2+1/3","19.29","43","11","4","1","0","0","0","4","4","0","0","0",".364","0.00%","0","0.00","1.71","144","126","18"
"2443","301313","playerP","ＭＩＣＨＥＡＬ","西武","2012","0.200","0.000","0.250","0.400","0.300","0.111","0.625","0.333","0.333","---","---","0.000","---","---","---","0.000","0.000","1.000","0.000","---","0.000","0.500","0.400","0.000","---","0","0","3","1","20","17","22","8.18","404","96","22","1","7","2","1","12","7","0","0","0",".272","0.00%","1","1.13","1.32","147","112","35"
"2444","1000018","playerP","菊池 雄星","西武","2012","0.190","0.222","0.235","0.357","0.412","0.281","0.333","0.212","0.111","1.000","0.000","0.182","---","---","0.500","---","0.000","0.667","0.000","0.333","0.000","0.000","0.154","0.000","0.000","7","4","3","1","57","14","81+1/3","6.31","1327","339","75","5","25","1","0","34","28","0","0","0",".249","58.33%","30","3.55","1.23","150","107","43"
"2445","1000018","playerP","菊池 雄星","西武","2013","0.211","0.333","0.217","0.233","0.341","0.135","0.111","0.259","0.208","0.000","0.000","0.500","0.400","---","0.200","0.000","0.167","0.250","0.000","---","0.000","0.000","0.273","0.167","0.000","13","9","4","0","92","17","108","7.67","1877","441","79","5","44","3","0","28","23","3","3","1",".208","76.47%","62","4.89","1.14","153","105","48"
"2446","1000018","playerP","菊池 雄星","西武","2014","0.324","0.275","0.227","0.349","0.422","0.220","0.258","0.333","0.116","---","0.143","0.286","0.375","---","0.000","0.000","---","0.000","0.250","0.143","0.000","0.154","0.227","0.250","0.000","13","5","11","0","111","23","139+2/3","7.15","2467","615","133","9","78","5","0","61","55","1","0","0",".261","56.52%","50","3.00","1.51","157","104","53"
"2447","1000018","playerP","菊池 雄星","西武","2015","0.320","0.258","0.333","0.185","0.243","0.278","0.292","0.290","0.172","0.000","0.100","0.077","0.059","---","0.333","0.000","0.000","0.200","1.000","0.000","0.000","0.000","0.091","0.065","0.000","15","9","10","0","122","23","133","8.26","2300","542","97","9","55","2","1","48","42","0","0","0",".205","71.43%","63","4.11","1.14","157","96","61"
"2448","1000018","playerP","菊池 雄星","西武","2016","0.211","0.357","0.333","0.278","0.194","0.180","0.333","0.368","0.213","0.000","0.000","0.111","0.250","0.000","0.429","0.000","0.250","0.750","0.000","0.300","0.000","0.067","0.048","0.077","0.000","17","12","7","0","127","22","143","7.99","2406","595","117","7","67","2","0","51","41","2","0","0",".231","77.27%","79","4.71","1.29","156","101","55"
"2449","1000018","playerP","菊池 雄星","西武","2017","0.205","0.237","0.213","0.188","0.339","0.200","0.154","0.328","0.119","0.000","0.118","0.143","0.000","---","0.000","0.000","0.000","0.250","0.400","0.000","0.000","0.105","0.083","0.075","0.024","23","16","6","0","217","26","187+2/3","10.41","2892","735","122","16","49","6","0","49","41","6","4","0",".184","88.46%","104","4.75","0.91","158","103","55"
"2450","1000018","playerP","菊池 雄星","西武","2018","0.208","0.268","0.244","0.306","0.455","0.203","0.261","0.283","0.203","0.000","0.000","0.095","0.333","0.000","0.200","---","0.000","0.000","0.000","0.000","0.000","0.071","0.040","0.056","0.000","16","14","4","0","153","23","163+2/3","8.41","2505","654","124","16","45","4","1","59","56","1","0","0",".210","69.57%","97","5.05","1.03","157","111","46"
"2451","800046","playerP","平野 将光","西武","2012","0.000","0.400","0.000","0.143","0.250","0.333","0.500","0.429","0.375","---","1.000","0.500","0.000","---","---","---","---","1.000","0.000","0.000","0.000","0.000","1.000","1.000","---","1","0","0","0","5","3","14","3.21","244","61","19","3","2","0","0","6","5","0","0","0",".339","33.33%","7","3.94","1.50","144","102","42"
"2452","800046","playerP","平野 将光","西武","2014","0.500","0.500","0.000","0.500","0.250","0.250","0.000","0.500","0.333","---","---","0.000","---","---","---","---","---","---","---","---","---","0.000","---","---","---","0","0","0","0","4","7","8+1/3","4.32","164","43","10","1","8","0","1","8","8","0","0","0",".313","0.00%","0","0.00","2.16","147","96","51"
"2453","11056","playerP","石井 一久","西武","2012","0.250","0.250","0.417","0.254","0.347","0.140","0.286","0.382","0.333","0.000","0.385","0.500","0.200","---","0.000","0.500","0.333","0.000","0.500","0.000","0.250","0.176","0.125","0.038","0.000","8","10","5","0","74","24","132+1/3","5.03","2173","560","126","14","44","4","0","57","49","2","2","1",".251","33.33%","79","5.19","1.28","143","104","39"
"2454","11056","playerP","石井 一久","西武","2013","---","0.000","---","0.500","0.667","0.333","0.000","0.000","0.000","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","0.000","0","0","1","0","5","7","5+1/3","8.44","114","25","5","2","4","0","0","4","4","0","0","0",".250","0.00%","0","0.00","1.69","140","108","32"
"2455","600074","playerP","松永 浩典","西武","2012","0.333","0.222","0.125","0.360","0.267","0.190","0.111","0.526","0.353","---","---","0.000","0.000","---","0.000","0.000","---","0.500","---","0.000","---","---","0.000","0.400","0.000","0","2","1","0","31","56","40+2/3","6.86","652","173","44","4","7","2","1","17","16","0","0","0",".278","0.00%","0","0.00","1.25","138","107","31"
"2456","11354","playerP","西口 文也","西武","2012","0.286","0.250","0.387","0.289","0.323","0.229","0.143","0.286","0.316","---","0.000","0.400","0.143","0.000","0.000","0.000","0.500","0.500","0.125","---","0.167","0.250","0.071","0.000","---","7","5","2","0","44","14","81+2/3","4.85","1319","347","77","4","29","1","0","35","34","0","0","0",".252","50.00%","52","5.57","1.30","143","105","38"
"2457","11354","playerP","西口 文也","西武","2013","0.000","0.333","0.429","0.750","0.000","0.500","0.500","1.000","0.667","---","---","0.500","---","---","0.000","---","---","---","0.000","---","0.000","0.333","1.000","---","---","0","0","2","0","7","4","10+2/3","5.91","219","58","18","2","9","0","0","10","10","0","0","0",".383","0.00%","4","3.27","2.53","140","100","40"
"2458","11354","playerP","西口 文也","西武","2014","0.000","0.200","0.250","0.400","0.400","0.400","0.000","0.500","0.000","---","---","0.000","0.000","---","---","---","---","---","---","---","---","0.000","0.000","0.500","---","0","0","0","0","11","8","11","9.00","191","51","10","3","8","3","0","10","6","0","0","0",".256","0.00%","0","0.00","1.64","143","107","36"
"2459","11354","playerP","西口 文也","西武","2015","---","0.000","1.000","0.000","0.500","---","0.000","0.000","1.000","---","---","0.000","0.000","---","---","---","---","---","---","---","0.000","---","1.000","---","---","0","0","1","0","4","2","4","9.00","83","19","6","1","1","0","0","4","4","0","0","0",".333","0.00%","0","0.00","1.75","144","109","35"
"2460","1100090","playerP","小石 博孝","西武","2012","0.200","0.333","0.500","0.182","0.375","0.286","0.167","0.000","0.250","---","0.333","0.500","0.000","---","---","---","1.000","---","0.000","0.000","---","1.000","0.000","0.000","0.000","1","1","1","0","7","9","22+1/3","2.82","384","100","18","1","15","3","1","10","10","0","0","0",".240","25.00%","6","3.18","1.48","139","95","44"
"2461","1100090","playerP","小石 博孝","西武","2013","0.250","0.500","0.333","0.333","1.000","0.273","1.000","0.500","0.125","---","---","0.000","0.000","---","---","---","---","0.000","---","0.000","---","---","0.000","---","0.000","0","0","0","0","12","11","12+2/3","8.53","267","63","18","1","8","1","0","15","15","0","0","0",".346","0.00%","0","0.00","2.05","136","96","40"
"2462","1100090","playerP","小石 博孝","西武","2014","0.333","0.250","0.000","0.400","0.714","0.250","0.167","0.000","0.000","---","0.000","0.000","1.000","---","0.000","0.000","---","0.000","---","0.000","---","0.000","0.000","1.000","0.000","0","0","2","0","8","4","16","4.50","307","71","14","2","7","2","0","8","7","0","0","0",".233","0.00%","5","3.46","1.31","140","90","50"
"2463","1100090","playerP","小石 博孝","西武","2015","0.000","---","---","1.000","0.400","0.000","0.000","0.333","0.000","---","---","---","0.000","---","---","---","0.000","---","0.500","---","---","0.000","---","---","0.000","0","0","0","0","5","3","5","9.00","100","23","5","2","0","2","0","6","4","0","0","0",".238","0.00%","0","0.00","1.00","137","90","47"
"2464","1100090","playerP","小石 博孝","西武","2016","0.250","0.385","0.176","0.444","0.375","0.185","0.185","0.273","0.280","---","1.000","0.333","0.333","0.000","0.000","0.250","0.000","0.000","0.000","0.000","0.000","0.000","0.111","0.000","0.000","0","0","2","1","55","50","74+2/3","6.63","1325","324","62","2","39","13","2","33","31","0","0","0",".238","0.00%","0","0.00","1.35","145","92","53"
"2465","1100090","playerP","小石 博孝","西武","2017","0.500","0.250","0.667","0.333","0.500","0.200","0.500","0.600","0.200","---","---","1.000","1.000","---","0.000","---","0.000","---","0.000","---","1.000","0.000","0.000","---","0.000","0","0","0","0","8","10","11+1/3","6.35","250","56","17","2","6","1","0","11","11","0","0","0",".347","0.00%","0","0.00","2.03","142","95","47"
"2466","1100090","playerP","小石 博孝","西武","2018","0.250","0.417","0.429","0.167","0.125","0.400","0.429","0.182","0.333","---","---","0.000","---","---","0.000","---","0.000","0.000","0.000","---","---","0.333","0.200","0.000","0.000","0","1","0","0","10","22","26+1/3","3.42","460","115","24","4","15","4","0","12","12","0","0","0",".261","0.00%","0","0.00","1.48","142","86","56"
"2467","1100090","playerP","小石 博孝","西武","2019","---","0.429","0.333","0.333","0.333","0.250","0.250","0.000","0.000","---","---","---","---","---","---","---","---","---","---","0.000","---","---","0.500","0.000","0.000","0","0","0","0","6","8","15+1/3","3.52","267","69","15","2","5","4","0","10","10","0","0","0",".250","0.00%","0","0.00","1.30","140","88","52"
"2468","400035","playerP","岡本 篤志","西武","2012","0.273","0.435","0.313","0.286","0.381","0.226","0.250","0.444","0.409","---","1.000","0.250","0.000","0.000","0.000","0.000","0.500","0.000","0.000","0.000","0.000","0.250","0.167","0.000","0.000","0","1","3","2","39","59","57","6.16","1007","255","66","5","17","4","1","32","26","0","0","0",".293","0.00%","0","0.00","1.46","146","109","37"
"2469","400035","playerP","岡本 篤志","西武","2013","0.333","0.429","0.167","0.231","0.222","0.625","0.333","0.625","0.714","0.000","0.000","0.000","0.000","0.000","---","---","---","---","---","---","0.000","0.333","0.000","0.500","---","0","0","1","0","12","20","18","6.00","333","91","29","1","8","0","0","13","9","0","0","0",".349","0.00%","0","0.00","2.06","145","111","34"
"2470","400035","playerP","岡本 篤志","西武","2014","0.429","0.357","0.583","0.250","0.188","0.304","0.636","0.333","0.000","---","---","0.000","0.500","0.000","1.000","0.000","0.000","---","---","---","---","0.000","0.000","0.250","---","0","1","1","0","28","42","39+1/3","6.41","707","178","44","1","22","1","1","12","12","0","0","0",".303","0.00%","0","0.00","1.68","145","113","32"
"2471","400035","playerP","岡本 篤志","西武","2015","0.000","0.429","0.286","0.417","0.222","0.250","0.400","0.250","0.333","---","0.500","0.000","0.000","---","---","---","1.000","---","0.500","---","0.000","0.000","0.750","0.000","---","0","1","0","0","8","23","20+2/3","3.48","326","89","25","2","2","2","0","9","7","0","0","0",".301","0.00%","0","0.00","1.31","146","112","34"
"2472","400035","playerP","岡本 篤志","西武","2016","---","---","0.000","---","0.333","---","---","0.000","1.000","---","---","1.000","---","---","---","---","---","---","---","---","---","---","0.000","---","---","0","0","0","0","2","4","2+2/3","6.75","49","13","4","0","2","0","0","2","2","0","0","0",".400","0.00%","0","0.00","2.25","142","124","18"
"2473","800048","playerP","武隈 祥太","西武","2012","0.250","0.286","0.333","0.154","0.385","0.278","0.400","0.571","0.250","0.000","0.000","0.000","---","---","0.000","---","0.500","0.000","0.000","0.000","---","0.200","0.000","0.000","0.000","1","1","2","0","17","14","31+2/3","4.83","570","145","34","2","12","4","1","21","17","0","0","0",".272","25.00%","7","3.15","1.45","143","98","45"
"2474","800048","playerP","武隈 祥太","西武","2013","0.000","0.000","1.000","0.400","0.333","0.125","0.333","0.500","0.333","0.000","0.000","0.500","---","---","---","---","---","---","0.000","---","---","---","0.000","---","0.000","0","1","1","0","4","9","13+2/3","2.63","234","54","10","3","6","0","0","5","5","0","0","0",".222","0.00%","5","6.43","1.17","139","97","42"
"2475","800048","playerP","武隈 祥太","西武","2014","0.133","0.308","0.190","0.125","0.417","0.318","0.250","0.182","0.077","---","0.500","0.200","0.000","---","0.000","0.000","---","0.000","0.000","0.333","0.000","0.222","0.286","0.222","0.000","0","0","1","0","33","47","48+2/3","6.10","841","206","39","2","22","2","1","20","20","0","0","0",".219","0.00%","6","13.50","1.25","143","95","48"
"2476","800048","playerP","武隈 祥太","西武","2015","0.125","0.235","0.444","0.368","0.208","0.346","0.200","0.474","0.231","---","0.400","0.500","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","---","0.000","0.200","0.250","0.000","0","6","1","1","36","67","57+1/3","5.65","1062","255","55","1","36","1","2","18","18","0","0","0",".264","0.00%","0","0.00","1.59","143","97","46"
"2477","800048","playerP","武隈 祥太","西武","2016","0.158","0.250","0.333","0.200","0.412","0.200","0.385","0.333","0.333","0.000","0.000","0.000","0.000","1.000","0.000","0.333","0.333","0.000","---","---","0.000","0.111","0.000","0.308","0.000","0","5","3","0","53","64","61","7.82","1063","261","58","5","20","1","0","24","24","0","0","0",".248","0.00%","0","0.00","1.28","144","100","44"
"2478","800048","playerP","武隈 祥太","西武","2017","0.154","0.063","0.273","0.227","0.500","0.188","0.154","0.241","0.316","---","0.000","0.143","0.750","---","0.000","---","0.000","---","0.250","0.000","---","0.000","0.308","0.222","0.000","0","5","2","0","36","58","57+1/3","5.65","926","234","47","3","16","3","0","21","20","0","0","0",".226","0.00%","0","0.00","1.10","146","101","45"
"2479","800048","playerP","武隈 祥太","西武","2018","0.250","0.091","0.333","0.308","0.600","0.357","0.250","0.250","0.455","0.000","0.000","0.333","1.000","---","1.000","---","---","---","0.000","0.000","---","0.000","0.250","0.500","0.000","0","1","2","0","22","35","29+2/3","6.67","566","140","36","4","19","3","1","22","21","0","0","0",".316","0.00%","0","0.00","1.85","145","92","53"
"2480","800048","playerP","武隈 祥太","西武","2019","0.000","0.200","0.333","0.375","0.400","0.000","0.250","0.500","0.000","0.000","0.000","0.000","0.000","---","---","---","0.000","---","---","---","---","---","1.000","0.000","---","0","1","1","0","5","10","14+2/3","3.07","293","68","14","1","12","1","0","11","10","0","0","0",".264","0.00%","10","10.00","1.77","143","90","53"
"2481","800048","playerP","武隈 祥太","西武","2020","0.667","---","1.000","0.750","0.333","---","0.000","1.000","0.000","---","---","0.000","---","---","---","---","---","---","---","---","---","---","0.500","0.000","---","0","0","0","0","4","3","3+2/3","9.82","123","28","9","0","7","0","0","11","9","0","0","0",".474","0.00%","0","0.00","4.36","140","108","32"
"2482","800048","playerP","武隈 祥太","西武","2021","0.125","0.300","0.091","0.000","0.357","0.250","0.200","0.167","0.000","---","---","0.000","0.000","---","---","---","0.000","0.000","---","0.000","---","---","0.000","0.000","---","0","0","2","0","25","46","30+2/3","7.34","454","120","17","2","14","0","1","7","6","0","0","0",".168","0.00%","0","0.00","1.01","142","105","37"
"2483","600028","playerP","田中 靖洋","西武","2012","0.500","0.333","0.250","0.250","0.500","0.000","0.500","---","0.000","---","---","0.500","---","---","---","---","---","---","0.000","---","0.000","---","---","---","---","0","0","0","0","6","5","8+1/3","6.48","163","40","10","1","6","0","0","6","6","0","0","0",".294","0.00%","0","0.00","1.92","145","102","43"
"2484","600028","playerP","田中 靖洋","西武","2014","0.500","0.500","0.000","0.000","0.800","0.200","---","1.000","1.000","---","---","0.500","---","---","---","---","---","1.000","---","---","0.000","0.000","---","---","---","0","0","1","0","2","8","7","2.57","128","35","11","1","5","1","0","5","5","0","0","0",".393","0.00%","0","0.00","2.29","150","105","45"
"2485","600028","playerP","田中 靖洋","西武","2015","0.250","0.444","0.222","0.167","0.182","0.250","0.500","0.200","0.143","---","0.000","0.000","0.000","---","---","---","---","0.000","0.500","---","0.000","0.000","0.000","0.000","1.000","0","1","1","1","13","18","26+2/3","4.39","359","105","23","1","7","0","0","4","4","0","0","0",".237","0.00%","0","0.00","1.13","152","109","43"
"2486","600028","playerP","田中 靖洋","ロッテ","2016","0.500","0.000","0.375","0.000","0.000","0.571","0.000","0.286","0.667","---","---","---","---","0.000","---","0.000","0.000","---","0.000","0.000","---","0.333","0.000","0.333","0.000","0","0","1","0","11","17","16+1/3","6.06","253","68","16","2","5","2","0","5","5","0","0","0",".271","0.00%","0","0.00","1.29","150","117","33"
"2487","600028","playerP","田中 靖洋","ロッテ","2017","---","0.000","0.000","0.250","0.500","0.000","0.000","0.167","0.250","---","---","---","---","---","---","---","---","0.000","0.000","---","0.000","0.000","0.250","0.000","---","0","1","0","1","6","13","13+2/3","3.95","169","50","5","0","4","1","0","3","3","0","0","0",".114","0.00%","0","0.00","0.66","150","125","25"
"2488","600028","playerP","田中 靖洋","ロッテ","2018","0.500","0.091","0.222","0.444","0.357","0.167","0.250","0.273","0.625","---","---","0.000","0.000","---","---","---","0.000","0.000","0.000","---","0.000","0.000","---","0.400","---","0","2","1","0","16","32","26+1/3","5.47","357","113","27","3","5","1","3","13","13","0","0","0",".260","0.00%","0","0.00","1.22","152","121","31"
"2489","600028","playerP","田中 靖洋","ロッテ","2019","0.000","0.273","0.400","0.200","0.583","0.409","0.200","0.364","0.294","---","---","---","0.000","---","---","0.333","0.000","0.000","0.000","0.000","0.000","0.000","0.200","0.400","---","0","4","1","0","29","44","39+2/3","6.58","586","166","42","2","12","3","2","12","12","0","0","0",".280","0.00%","0","0.00","1.36","151","126","25"
"2490","600028","playerP","田中 靖洋","ロッテ","2020","0.000","0.000","0.000","0.500","0.500","0.333","0.000","0.000","0.000","---","---","---","0.000","---","---","---","---","---","---","---","0.000","0.000","0.000","---","---","0","1","0","0","8","8","7+1/3","9.82","108","30","5","1","4","0","0","2","2","0","0","0",".192","0.00%","0","0.00","1.23","147","123","24"
"2491","600028","playerP","田中 靖洋","ロッテ","2021","0.444","0.556","0.600","0.273","0.286","0.235","0.214","0.286","0.333","---","0.000","1.000","0.000","0.000","1.000","0.000","---","---","0.667","---","0.000","0.000","0.200","0.333","---","0","1","2","0","20","38","33+2/3","5.35","529","156","42","3","13","2","5","18","17","0","0","0",".311","0.00%","0","0.00","1.63","151","126","25"
"2492","600028","playerP","田中 靖洋","ロッテ","2022","0.333","0.250","0.250","0.333","0.500","0.500","0.500","0.250","0.000","---","---","---","0.000","---","---","---","0.000","1.000","1.000","---","0.500","---","0.000","1.000","---","0","0","1","0","6","15","14","3.86","253","75","25","2","10","0","2","17","13","0","0","0",".403","0.00%","0","0.00","2.50","147","131","16"
"2493","700066","playerP","山本 淳","西武","2012","0.500","0.333","0.000","0.750","0.333","0.200","0.000","0.333","1.000","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","0","0","1","0","3","4","9+2/3","2.79","181","47","12","1","6","1","0","8","7","0","0","0",".308","0.00%","3","3.38","1.86","146","109","37"
"2494","700066","playerP","山本 淳","西武","2013","0.333","0.455","0.222","0.333","0.667","0.429","0.000","0.750","0.000","---","0.000","---","0.000","0.000","---","0.000","---","---","---","---","---","0.200","0.000","0.500","---","0","0","1","0","10","12","16","5.63","280","74","21","1","7","2","0","5","4","0","0","0",".328","0.00%","0","0.00","1.75","147","108","39"
