"id","playerid","role","name","team","year","s1","s2","s3","s4","s5","s6","s7","s8","s9","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","numqs","win","lose","save","strikeout","numofmatches","innings","strikeoutrate","numofpitches","numofbatters","hitsallowed","homerunallowed","basesonballs","hitbypitch","intentionalwalk","runsallowed","earnedruns","completegames","shutouts","nowalk","opponentsbattingaverage","qsrate","supportpoint","runsupport","whip","maxspeed","minspeed","ballspeeddifference"
"3883","1100127","playerP","武藤 好貴","楽天","2014","0.267","0.143","0.500","0.250","0.444","0.286","0.000","0.000","---","---","---","---","---","---","0.000","---","---","0.000","---","---","0.000","1.000","0.000","0.000","---","0","0","0","0","13","14","18+2/3","6.27","313","85","17","3","10","1","0","14","14","0","0","0",".236","0.00%","0","0.00","1.45","148","109","39"
"3884","1100127","playerP","武藤 好貴","楽天","2015","0.308","0.435","0.500","0.256","0.286","0.462","0.375","0.438","0.300","0.000","0.000","0.333","0.333","---","0.000","---","0.167","---","0.429","---","0.083","0.154","0.143","0.200","---","0","4","4","1","38","60","69+2/3","4.91","1201","316","83","5","29","5","0","35","34","0","0","0",".310","0.00%","0","0.00","1.61","150","110","40"
"3885","1100127","playerP","武藤 好貴","楽天","2016","0.000","1.000","0.000","0.500","---","0.500","---","0.000","---","---","---","---","---","---","---","---","---","---","1.000","---","---","0.000","0.333","---","---","0","0","0","0","2","2","3","6.00","62","16","5","1","1","0","0","2","2","0","0","0",".333","0.00%","0","0.00","2.00","145","107","38"
"3886","10939","playerP","下柳 剛","楽天","2012","0.444","0.667","0.222","0.200","0.667","0.286","0.400","0.800","0.333","0.000","0.000","---","---","---","---","---","---","0.000","0.500","0.500","---","0.000","0.500","0.000","0.000","1","0","2","0","4","4","17","2.12","257","80","27","0","1","3","0","10","10","0","0","0",".375","25.00%","1","0.50","1.65","137","99","38"
"3887","700046","playerP","上園 啓史","楽天","2012","0.000","1.000","1.000","0.200","---","---","1.000","---","1.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1.000","---","0","0","1","0","2","1","4+2/3","3.86","74","21","7","0","2","1","0","3","3","0","0","0",".412","0.00%","2","4.50","1.93","139","105","34"
"3888","700046","playerP","上園 啓史","楽天","2013","0.600","0.250","0.250","0.333","0.333","0.111","0.000","0.400","0.571","---","0.000","0.000","1.000","---","---","0.000","0.000","---","---","---","---","---","0.000","---","---","0","0","3","0","11","5","13+2/3","7.24","249","62","16","1","5","1","0","11","11","0","0","0",".291","0.00%","0","0.00","1.54","147","99","48"
"3889","700046","playerP","上園 啓史","楽天","2014","0.200","0.385","0.300","0.500","0.286","0.200","0.250","0.444","0.400","---","0.000","0.000","---","---","---","---","---","---","---","---","---","0.000","0.000","0.500","---","1","0","1","0","14","9","23","5.48","404","104","28","0","7","2","0","15","15","0","0","0",".298","50.00%","1","0.82","1.52","147","100","47"
"3890","11838","playerP","佐竹 健太","楽天","2012","0.250","---","0.500","0.667","0.667","0.200","---","---","0.500","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","0","0","0","0","1","3","4","2.25","77","23","8","3","2","0","0","8","7","0","0","0",".400","0.00%","0","0.00","2.50","145","100","45"
"3891","700385","playerP","長谷部 康平","楽天","2013","0.286","0.375","0.000","0.300","0.500","0.118","0.111","0.000","0.200","---","0.000","0.000","---","---","1.000","---","0.000","0.000","---","0.000","0.500","0.077","0.500","0.250","0.000","1","1","1","3","31","24","34+1/3","8.13","540","135","24","1","10","2","0","7","7","0","0","0",".205","100.00%","0","0.00","0.99","144","112","32"
"3892","700385","playerP","長谷部 康平","楽天","2014","0.308","0.231","0.333","0.077","0.778","0.273","0.667","0.278","0.200","0.000","0.500","---","0.667","---","0.000","---","0.000","---","---","0.000","---","0.000","0.111","0.000","0.000","0","0","0","0","31","26","35+2/3","7.82","644","156","35","4","14","1","0","18","15","0","0","0",".265","0.00%","0","0.00","1.37","145","116","29"
"3893","700385","playerP","長谷部 康平","楽天","2015","0.000","1.000","0.000","---","0.000","0.667","0.000","1.000","1.000","---","0.000","---","0.000","---","0.000","---","---","---","---","---","---","1.000","0.000","---","---","0","0","1","0","3","3","4","6.75","98","24","6","0","6","0","0","5","4","0","0","0",".353","0.00%","0","0.00","3.00","145","116","29"
"3894","700385","playerP","長谷部 康平","楽天","2016","0.000","---","---","0.000","---","0.000","---","0.000","0.000","---","---","---","---","---","---","---","---","0.000","---","---","---","1.000","---","---","---","0","0","0","0","2","2","2+1/3","7.71","43","12","1","0","3","1","0","3","3","0","0","0",".125","0.00%","0","0.00","1.71","132","119","13"
"3895","700006","playerP","金刃 憲人","楽天","2013","0.400","0.500","0.167","0.250","0.417","0.238","0.500","0.222","0.263","---","0.000","0.000","0.000","---","0.000","---","0.000","---","---","0.000","0.000","0.250","0.333","0.333","0.000","0","1","0","0","25","39","34","6.62","522","129","30","1","6","0","1","8","7","0","0","0",".256","0.00%","0","0.00","1.06","145","111","34"
"3896","700006","playerP","金刃 憲人","楽天","2014","0.000","0.000","0.000","0.429","0.500","0.333","0.000","0.250","0.500","---","---","0.000","1.000","---","---","1.000","---","---","---","---","---","---","0.000","---","---","0","0","1","0","2","17","10+1/3","1.74","186","50","12","1","8","1","1","8","8","0","0","0",".316","0.00%","0","0.00","1.94","143","107","36"
"3897","700006","playerP","金刃 憲人","楽天","2015","0.000","0.500","1.000","0.500","0.800","0.000","0.000","0.286","0.000","---","0.000","0.000","---","---","0.000","---","1.000","0.000","---","---","---","---","---","---","---","0","2","2","0","5","19","10","4.50","206","51","11","0","9","3","2","5","5","0","0","0",".314","0.00%","0","0.00","2.00","145","118","27"
"3898","700006","playerP","金刃 憲人","楽天","2016","0.000","0.357","0.182","0.100","0.417","0.294","0.364","0.118","0.267","---","0.000","1.000","---","---","0.000","0.500","0.000","0.000","0.000","0.333","0.000","0.000","0.000","0.000","0.000","0","3","1","0","25","54","41+2/3","5.40","662","170","31","1","14","2","1","13","11","0","0","0",".215","0.00%","0","0.00","1.08","146","112","34"
"3899","700006","playerP","金刃 憲人","楽天","2017","0.000","---","1.000","0.500","---","---","---","0.000","1.000","---","0.000","---","0.000","---","---","---","---","0.000","---","---","---","---","---","0.500","0.000","0","0","1","0","3","6","3+1/3","8.10","85","20","5","1","3","2","0","6","6","0","0","0",".333","0.00%","0","0.00","2.40","143","110","33"
"3900","11031","playerP","斎藤 隆","楽天","2013","0.091","0.375","0.143","0.333","0.400","0.167","0.667","0.500","0.200","---","0.167","0.000","0.000","1.000","0.000","---","---","---","0.000","---","0.000","0.000","0.000","1.000","---","0","3","0","4","25","30","26+2/3","8.44","465","111","25","1","10","1","0","7","7","0","0","0",".255","0.00%","0","0.00","1.31","149","115","34"
"3901","11031","playerP","斎藤 隆","楽天","2014","0.182","0.385","0.286","0.071","0.316","0.400","0.214","0.444","0.333","---","0.000","---","---","---","---","0.000","0.000","0.000","0.500","---","0.000","0.000","0.000","0.000","---","0","1","1","3","21","31","31+1/3","6.03","517","134","27","2","15","2","2","9","9","0","0","0",".235","0.00%","0","0.00","1.34","148","116","32"
"3902","11031","playerP","斎藤 隆","楽天","2015","---","1.000","0.500","1.000","0.000","0.500","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","0.500","---","---","0","0","0","0","1","3","2+1/3","3.86","48","12","5","1","1","0","0","2","2","0","0","0",".455","0.00%","0","0.00","2.57","144","115","29"
"3903","1200122","playerP","宮川 将","楽天","2013","0.250","0.353","0.375","0.417","0.176","0.217","0.333","0.286","0.200","---","0.000","0.600","0.222","---","0.000","---","0.000","0.000","1.000","0.000","---","0.143","0.000","0.500","---","1","2","0","0","33","17","40+1/3","7.36","733","177","41","5","21","0","0","11","11","0","0","0",".270","50.00%","6","4.50","1.54","148","110","38"
"3904","1200122","playerP","宮川 将","楽天","2014","0.091","0.423","0.294","0.286","0.500","0.385","0.429","0.182","0.125","0.000","---","0.571","0.167","0.000","0.000","---","---","---","0.000","---","0.000","0.000","0.143","0.000","---","0","3","1","0","32","17","42","6.86","735","183","44","5","17","3","0","23","20","0","0","0",".272","0.00%","24","12.00","1.45","148","103","45"
"3905","1200122","playerP","宮川 将","楽天","2016","---","0.000","0.000","0.000","0.000","0.750","0.200","0.000","0.000","0.500","0.000","---","---","0.000","---","---","---","---","0.000","---","0.000","0.000","0.000","---","---","0","0","0","0","9","9","9+2/3","8.38","144","35","5","0","3","1","0","1","1","0","0","0",".179","0.00%","0","0.00","0.83","151","119","32"
"3906","1300017","playerP","レイ","楽天","2013","0.286","0.000","0.200","0.000","0.286","0.833","0.143","0.500","0.000","---","0.000","---","---","---","---","0.000","0.000","---","---","---","0.000","0.000","0.000","0.000","---","1","0","1","0","10","5","19+1/3","4.66","305","81","13","2","10","0","0","10","7","0","0","0",".200","33.33%","1","0.75","1.19","148","120","28"
"3907","1300017","playerP","レイ","楽天","2015","0.188","0.333","0.391","0.327","0.250","0.295","0.190","0.346","0.341","---","0.400","0.250","0.000","0.000","0.333","0.000","0.000","0.143","0.286","0.200","0.000","0.000","0.250","0.150","0.000","10","5","7","0","76","22","107","6.39","1774","461","107","14","31","7","0","50","45","0","0","0",".260","52.63%","51","4.14","1.29","148","113","35"
"3908","1300017","playerP","レイ","楽天","2016","0.600","0.500","0.333","0.364","0.333","0.333","0.143","0.500","0.222","---","---","0.000","0.000","---","0.000","---","0.000","1.000","0.000","---","0.000","0.500","0.000","0.000","---","1","0","2","0","12","4","17+1/3","6.23","354","82","25","2","7","1","0","15","14","0","0","0",".338","25.00%","9","3.86","1.85","145","110","35"
"3909","1200117","playerP","則本 昂大","楽天","2013","0.232","0.245","0.220","0.238","0.293","0.222","0.250","0.323","0.371","0.167","0.231","0.045","0.143","0.000","0.167","0.500","0.125","0.000","0.077","0.000","0.077","0.286","0.154","0.071","0.000","17","15","8","0","134","27","170","7.09","2807","695","142","14","51","6","1","65","63","3","0","0",".228","68.00%","86","4.45","1.14","153","99","54"
"3910","1200117","playerP","則本 昂大","楽天","2014","0.269","0.339","0.333","0.296","0.419","0.185","0.277","0.300","0.162","0.000","0.250","0.188","0.286","0.000","0.143","0.167","0.000","0.400","0.167","0.200","0.000","0.049","0.127","0.208","0.200","20","14","10","0","204","30","202+2/3","9.06","3221","821","187","14","39","6","3","73","68","9","7","5",".248","71.43%","89","3.83","1.12","154","96","58"
"3911","1200117","playerP","則本 昂大","楽天","2015","0.319","0.326","0.271","0.286","0.309","0.293","0.289","0.365","0.250","0.000","0.286","0.111","0.111","0.000","0.000","0.333","0.214","0.000","0.000","0.000","0.125","0.146","0.020","0.079","0.000","22","10","11","0","215","28","194+2/3","9.94","3196","797","176","14","48","4","0","68","63","3","1","0",".244","78.57%","55","2.39","1.15","154","89","65"
"3912","1200117","playerP","則本 昂大","楽天","2016","0.290","0.259","0.189","0.333","0.523","0.225","0.241","0.271","0.404","---","0.077","0.222","0.375","---","0.000","0.500","0.091","0.429","0.000","0.286","0.000","0.033","0.245","0.086","0.000","22","11","11","0","216","28","195","9.97","3384","820","192","12","50","6","0","87","63","2","0","1",".259","78.57%","77","3.35","1.24","156","91","65"
"3913","1200117","playerP","則本 昂大","楽天","2017","0.189","0.409","0.200","0.216","0.400","0.333","0.167","0.395","0.186","---","0.100","0.118","0.091","0.000","0.200","0.222","0.154","0.286","0.100","0.000","0.000","0.152","0.152","0.057","0.133","18","15","7","0","222","25","185+2/3","10.76","2916","750","148","11","48","3","1","63","53","8","2","0",".219","72.00%","100","4.64","1.06","157","106","51"
"3914","1200117","playerP","則本 昂大","楽天","2018","0.276","0.311","0.200","0.379","0.418","0.254","0.286","0.222","0.226","---","0.083","0.111","0.000","0.000","0.250","0.400","0.143","0.333","0.111","0.000","0.000","0.050","0.195","0.139","0.000","15","10","11","0","187","27","180+1/3","9.33","3085","759","171","18","51","3","2","78","74","4","1","0",".250","57.69%","87","4.12","1.23","157","105","52"
"3915","1200117","playerP","則本 昂大","楽天","2019","0.158","0.294","0.182","0.280","0.444","0.412","0.143","0.300","0.286","---","0.000","0.200","0.125","---","0.000","---","0.000","0.000","0.000","0.000","0.000","0.167","0.111","0.400","---","6","5","5","0","67","12","68","8.87","1154","269","58","7","10","3","0","27","21","0","0","0",".234","50.00%","29","3.53","1.00","158","107","51"
"3916","1200117","playerP","則本 昂大","楽天","2020","0.361","0.467","0.357","0.400","0.323","0.192","0.306","0.189","0.217","---","0.000","0.250","0.000","---","---","0.500","0.000","---","0.000","---","0.000","0.125","0.036","0.000","---","10","5","7","0","105","18","109","8.67","1901","475","110","13","34","5","0","56","48","0","0","0",".261","55.56%","55","4.27","1.32","154","111","43"
"3917","1200117","playerP","則本 昂大","楽天","2021","0.139","0.429","0.200","0.219","0.318","0.305","0.179","0.362","0.239","---","0.000","0.500","0.000","1.000","0.000","0.400","0.250","0.143","0.000","0.250","0.000","0.056","0.103","0.080","0.000","14","11","5","0","152","23","144+2/3","9.46","2374","584","123","18","35","3","0","56","51","2","1","1",".228","60.87%","66","3.81","1.09","158","109","49"
"3918","1200117","playerP","則本 昂大","楽天","2022","0.219","0.286","0.379","0.351","0.293","0.383","0.359","0.250","0.194","---","0.000","0.167","1.000","---","0.333","0.000","0.000","0.143","0.111","0.000","0.000","0.214","0.125","0.063","0.000","10","10","8","0","104","21","125","7.49","2125","536","127","9","38","4","0","54","49","1","0","0",".265","47.62%","59","4.02","1.32","156","108","48"
"3919","1200117","playerP","則本 昂大","楽天","2023","0.065","0.189","0.286","0.315","0.345","0.241","0.116","0.356","0.421","---","1.000","0.750","0.200","0.000","---","0.250","0.000","0.250","0.000","0.250","0.000","0.118","0.083","0.067","---","18","8","8","0","111","24","155","6.45","2434","636","134","7","44","1","0","57","45","0","0","0",".236","75.00%","54","3.06","1.15","154","98","56"
"3920","1300090","playerP","相原 和友","楽天","2014","0.250","0.143","0.400","0.000","0.111","0.250","0.250","0.500","0.556","---","---","0.000","0.000","---","0.000","0.000","---","---","---","0.000","---","0.667","1.000","0.167","---","0","0","0","0","5","17","19+1/3","2.33","316","91","23","0","11","1","1","6","6","0","0","0",".299","0.00%","0","0.00","1.76","143","112","31"
"3921","1300090","playerP","相原 和友","楽天","2015","---","0.500","1.000","0.000","0.000","0.000","0.000","1.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","0","0","0","0","1","2","3","3.00","50","14","3","0","1","0","0","1","0","0","0","0",".231","0.00%","0","0.00","1.33","136","114","22"
"3922","1300090","playerP","相原 和友","楽天","2016","---","1.000","0.000","0.000","---","1.000","---","1.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","0","0","0","0","1","2","1","9.00","48","12","5","0","4","0","0","5","5","0","0","0",".625","0.00%","0","0.00","9.00","135","114","21"
"3923","1300088","playerP","西宮 悠介","楽天","2014","0.231","0.333","0.214","0.214","0.308","0.222","0.200","0.176","0.167","---","---","0.500","0.500","1.000","---","0.000","0.000","---","0.000","0.000","---","0.000","0.182","0.125","0.200","0","3","0","0","51","46","48+1/3","9.50","931","211","41","3","29","1","1","22","17","0","0","0",".234","0.00%","0","0.00","1.45","151","104","47"
