"id","playerid","role","name","team","year","s1","s2","s3","s4","s5","s6","s7","s8","s9","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","ballsum","ballnoswing","strikesum","strikenoswing","strikeeirswing","plateappearance","hit","single","twobase","threebase","homerun","walk","hitbypitch","strikeout","doubleplay","atbats","sacrificeflight","allbunt","okbunt","allstolenbase","stolenbase"
"61","700014","playerB","松本 哲也","巨人","2012","0.263","0.211","0.188","0.267","0.600","0.200","0.200","0.158","0.214","1.000","0.167","0.333","0.500","---","---","0.000","0.000","0.500","1.000","---","0.000","0.167","0.200","0.250","0.000","411","314","431","152","24","229","51","42","7","2","0","17","0","34","4","198","2","15","12","14","12"
"66","900011","playerB","大田 泰示","巨人","2012","0.167","0.000","0.833","0.000","0.500","0.400","0.400","0.000","0.667","---","0.250","0.000","0.000","---","---","---","0.200","---","---","---","0.000","0.000","0.000","0.000","---","132","85","112","34","17","70","16","9","4","1","2","7","0","15","3","63","0","0","0","5","3"
"77","800001","playerB","藤村 大介","巨人","2012","0.211","0.364","0.167","0.292","0.462","0.217","0.077","0.333","0.240","---","0.333","0.125","0.714","---","---","1.000","---","---","---","0.000","0.000","0.429","0.000","0.167","0.000","464","339","548","181","27","279","60","51","7","2","0","15","0","35","2","238","0","27","26","21","14"
"81","11502","playerB","鈴木 尚広","巨人","2012","0.500","0.000","1.000","0.000","0.500","0.000","0.000","0.667","0.000","---","---","---","---","---","---","---","---","---","---","---","0.000","0.000","0.000","---","---","27","20","37","13","2","21","5","5","0","0","0","1","0","3","0","20","0","0","0","17","16"
"86","800006","playerB","加治前 竜一","巨人","2012","0.500","0.600","0.333","0.375","0.182","0.200","0.111","0.167","0.000","---","0.000","---","---","---","---","---","---","---","0.000","---","---","---","0.167","---","---","125","102","145","41","10","68","15","13","2","0","0","4","0","11","1","62","1","1","1","1","1"
"88","700010","playerB","寺内 崇幸","巨人","2012","0.118","0.500","0.500","0.243","0.250","0.429","0.300","0.333","0.250","---","0.000","0.000","0.000","---","0.000","---","0.250","---","0.000","---","0.000","0.000","0.000","0.000","---","386","281","464","165","21","225","46","39","5","1","1","16","3","43","6","191","2","15","13","13","11"
"94","11635","playerB","高橋 由伸","巨人","2012","0.241","0.200","0.289","0.355","0.379","0.250","0.118","0.320","0.244","---","0.167","0.000","0.250","---","---","1.000","0.000","---","0.000","0.000","---","0.000","0.000","0.000","0.000","959","807","954","337","71","442","88","63","17","0","8","61","8","77","14","368","4","1","1","5","2"
"98","500037","playerB","亀井 義行","巨人","2012","0.000","0.200","0.188","0.333","0.286","0.429","0.000","0.300","0.125","---","---","0.000","0.000","---","---","0.000","---","0.250","---","0.000","---","0.000","0.333","0.500","0.000","190","144","231","75","13","117","26","14","7","3","2","4","1","13","3","110","0","3","2","0","0"
"108","800138","playerB","エドガー","巨人","2012","0.333","0.800","0.300","0.250","0.438","0.400","0.143","0.214","0.100","---","0.250","0.000","0.000","0.000","---","0.000","0.000","---","0.000","---","0.000","0.091","0.000","0.000","---","380","290","392","84","52","190","41","25","12","0","4","13","1","46","6","174","1","1","1","2","0"
"109","11684","playerB","古城 茂幸","巨人","2012","0.000","0.182","0.182","0.143","0.222","0.258","0.000","0.273","0.263","---","0.000","0.000","0.500","---","---","0.000","---","0.500","---","0.000","0.000","0.000","0.250","0.333","0.000","304","239","316","119","24","149","27","22","4","1","0","12","0","28","5","129","2","6","6","2","2"
"111","1200006","playerB","ボウカー","巨人","2012","0.111","0.429","0.250","0.083","0.643","0.176","0.182","0.273","0.150","---","0.000","0.000","0.000","---","0.000","0.000","0.000","---","---","0.000","0.000","0.000","0.200","0.000","0.000","426","294","387","109","36","204","36","22","10","1","3","16","2","54","3","184","0","3","2","2","2"
"114","11726","playerB","實松 一成","巨人","2012","0.200","0.000","0.000","0.333","0.333","0.000","0.308","0.125","0.000","---","0.000","---","0.000","---","---","---","0.000","---","0.000","---","0.500","0.000","0.000","---","---","169","130","196","81","16","92","14","9","3","0","2","9","3","26","0","74","0","6","6","0","0"
"121","600060","playerB","高口 隆行","巨人","2012","0.000","1.000","0.000","---","---","0.000","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","8","5","10","1","1","6","1","0","1","0","0","0","0","1","1","6","0","0","0","0","0"
"123","11780","playerB","加藤 健","巨人","2012","1.000","0.000","0.000","0.500","0.000","---","0.000","0.000","0.000","---","---","---","0.000","---","---","---","---","---","---","---","---","0.000","0.500","---","---","43","29","39","14","2","20","3","3","0","0","0","1","0","1","0","19","0","1","0","0","0"
"127","11549","playerB","小笠原 道大","巨人","2012","0.000","0.286","0.125","0.125","0.400","0.143","0.000","0.200","0.133","---","0.000","---","0.000","---","---","0.000","0.000","0.000","---","0.000","---","0.000","0.000","0.143","0.000","189","138","191","51","29","99","14","11","3","0","0","5","0","22","1","92","1","1","1","0","0"
"131","700015","playerB","隠善 智也","巨人","2012","0.500","0.000","0.000","---","0.000","0.250","0.000","0.000","0.000","---","---","---","0.000","---","0.000","---","---","---","---","0.000","---","---","0.000","---","---","57","39","41","12","5","25","2","2","0","0","0","4","0","4","0","21","0","0","0","0","0"
"135","900400","playerB","市川 友也","巨人","2012","---","0.000","---","0.000","0.000","0.000","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","8","5","12","3","1","8","0","0","0","0","0","0","1","1","0","7","0","0","0","0","0"
"141","11642","playerB","中谷 仁","巨人","2012","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","10","7","7","3","0","3","0","0","0","0","0","0","0","2","0","2","0","1","1","0","0"
"142","800093","playerB","ホールトン","巨人","2012","0.286","0.000","---","0.125","0.167","0.500","0.167","0.000","0.000","---","0.333","0.000","---","---","---","0.000","---","---","0.000","0.000","---","---","0.000","---","---","83","62","116","60","17","52","8","7","0","0","1","1","0","28","0","48","0","4","3","0","0"
"144","400629","playerB","ゴンザレス","巨人","2012","1.000","0.000","0.500","0.000","0.000","0.000","0.000","---","---","---","---","0.000","---","---","---","---","---","---","0.000","---","---","0.000","0.000","---","---","29","19","39","15","0","16","2","2","0","0","0","1","0","4","0","14","0","2","1","0","0"
"145","1000086","playerB","小山 雄輝","巨人","2012","0.000","0.500","0.000","0.000","---","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","12","10","29","17","3","11","1","1","0","0","0","0","0","7","0","11","0","1","0","0","0"
"150","1000083","playerB","澤村 拓一","巨人","2012","0.200","0.000","0.500","0.111","0.000","---","0.000","0.000","0.000","---","1.000","---","---","---","---","---","---","---","0.000","---","0.000","---","0.000","0.000","---","79","59","117","67","16","54","4","3","1","0","0","1","0","26","0","48","0","6","5","0","0"
"155","400010","playerB","内海 哲也","巨人","2012","0.000","0.167","0.000","0.333","0.250","0.000","0.000","0.000","0.143","---","---","0.000","0.000","0.000","---","0.000","---","---","---","0.000","---","0.000","0.000","---","0.000","94","70","145","80","9","63","4","4","0","0","0","4","0","23","1","52","0","9","7","0","0"
"162","12107","playerB","杉内 俊哉","巨人","2012","0.000","0.000","0.000","0.000","0.200","0.000","0.000","0.000","0.000","---","---","---","0.000","---","---","---","---","0.000","---","0.500","---","0.000","---","0.000","---","101","82","127","64","16","51","2","2","0","0","0","4","0","23","1","44","0","4","3","0","0"
"166","1000084","playerB","宮國 椋丞","巨人","2012","0.000","0.000","0.000","0.000","0.200","0.000","0.000","---","---","---","---","0.000","---","---","---","---","0.000","0.000","0.000","---","---","0.000","---","---","---","60","42","71","36","7","35","1","1","0","0","0","1","0","17","0","29","0","8","5","0","0"
"172","900015","playerB","笠原 将生","巨人","2012","---","---","---","0.000","---","---","0.000","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","8","6","8","1","1","4","0","0","0","0","0","1","0","0","1","3","0","0","0","0","0"
"175","1100042","playerB","江柄子 裕樹","巨人","2012","---","---","---","---","---","0.000","0.000","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","5","3","6","3","0","4","0","0","0","0","0","0","0","1","0","3","0","1","1","0","0"
"178","600049","playerB","福田 聡志","巨人","2012","---","---","0.000","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","6","3","6","3","0","3","0","0","0","0","0","0","0","1","0","2","0","1","1","0","0"
"180","900402","playerB","星野 真澄","巨人","2012","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","2","0","4","4","0","2","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0"
"181","400011","playerB","西村 健太朗","巨人","2012","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","1","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"183","900401","playerB","小野 淳平","巨人","2012","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","2","2","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0"
"185","1100040","playerB","高木 京介","巨人","2012","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"255","500019","playerB","片岡 治大","西武","2012","0.000","0.077","0.300","0.267","0.214","0.294","0.310","0.304","0.400","---","0.000","0.000","0.000","---","---","---","0.000","0.000","0.250","---","0.000","0.250","0.143","0.000","---","437","344","523","176","31","231","46","37","6","1","2","15","1","30","6","204","4","7","7","14","8"
"263","700073","playerB","横川 史学","楽天","2012","---","0.333","0.000","0.000","---","0.333","---","0.500","0.000","---","---","---","0.000","---","---","0.000","0.000","---","0.000","---","---","0.000","0.000","0.000","---","48","31","42","11","7","22","3","3","0","0","0","2","0","7","0","20","0","0","0","1","1"
"265","11652","playerB","井端 弘和","中日","2012","0.364","0.419","0.231","0.329","0.392","0.300","0.278","0.293","0.227","---","0.000","0.600","---","---","0.000","0.000","0.200","0.000","0.000","0.000","0.000","0.087","0.063","0.000","---","1040","837","1157","464","27","553","139","120","17","0","2","52","3","58","14","489","1","9","8","8","4"
"280","12179","playerB","大竹 寛","広島","2012","0.143","0.250","0.000","0.000","0.167","---","---","0.000","0.500","---","0.000","---","---","---","0.000","---","---","---","---","---","0.000","---","---","1.000","---","63","39","103","44","9","45","5","5","0","0","0","0","0","10","0","36","0","9","9","0","0"
"288","11343","playerB","相川 亮二","ヤクルト","2012","0.200","0.286","0.429","0.306","0.238","0.267","0.100","0.333","0.444","0.000","0.500","0.600","0.333","---","---","0.000","0.000","0.000","0.000","---","0.000","0.077","0.000","0.333","---","458","337","467","168","18","244","54","45","8","0","1","20","1","33","7","220","2","2","1","0","0"
"294","400065","playerB","堂上 剛裕","中日","2012","0.222","0.071","0.313","0.286","0.417","0.444","0.091","0.375","0.222","---","0.400","0.500","1.000","0.000","0.000","0.000","0.000","0.250","0.000","0.333","---","0.500","0.222","0.222","0.000","383","249","296","81","32","166","44","32","8","0","4","8","0","36","4","156","1","1","1","2","1"
"299","1000139","playerB","吉川 大幾","中日","2012","0.500","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","6","4","8","3","0","2","1","1","0","0","0","0","0","1","0","2","0","0","0","0","0"
"307","11763","playerB","金城 龍彦","DeNA","2012","0.125","0.222","0.226","0.261","0.152","0.306","0.409","0.412","0.158","---","0.200","0.000","0.000","0.333","1.000","0.333","0.000","0.333","1.000","0.000","0.000","0.182","0.211","0.176","---","624","462","668","289","20","331","70","56","11","0","3","26","6","37","1","294","2","4","3","3","2"
"351","700026","playerB","北 篤","DeNA","2012","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","2","3","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"390","600037","playerB","陽 岱鋼","日本ハム","2012","0.243","0.261","0.295","0.459","0.491","0.342","0.269","0.233","0.318","0.000","0.111","0.250","0.154","0.000","0.200","0.000","0.000","0.000","0.167","0.000","0.000","0.091","0.143","0.091","0.000","1112","830","1135","302","119","599","153","113","28","5","7","37","6","123","10","533","5","21","18","23","17"
"410","600008","playerB","山口 俊","DeNA","2012","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","2","1","2","2","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"419","700056","playerB","吉川 光夫","日本ハム","2012","---","0.000","0.000","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","6","4","9","4","1","4","0","0","0","0","0","0","0","2","1","4","0","1","0","0","0"
"481","800043","playerB","丸 佳浩","広島","2012","0.278","0.364","0.308","0.226","0.286","0.269","0.222","0.294","0.222","0.000","0.500","0.000","0.500","0.000","---","0.000","0.000","0.333","0.000","0.000","---","0.000","0.100","0.154","0.167","760","635","707","258","61","339","70","52","10","4","4","46","2","59","4","283","3","6","5","19","14"
"492","600026","playerB","炭谷 銀仁朗","西武","2012","0.256","0.346","0.158","0.224","0.167","0.211","0.184","0.200","0.150","0.000","0.000","0.167","0.250","0.000","0.333","---","0.000","0.000","0.200","0.000","0.000","0.136","0.143","0.143","0.000","736","514","777","257","41","414","70","57","12","1","0","17","1","74","9","360","1","39","35","2","0"
"510","12000","playerB","中島 宏之","西武","2012","0.179","0.372","0.357","0.213","0.385","0.348","0.381","0.400","0.433","0.500","0.000","0.000","0.333","---","0.250","0.000","0.100","0.000","0.500","0.000","0.211","0.100","0.313","0.333","0.000","1159","867","1162","353","73","567","155","112","29","1","13","52","9","76","10","499","6","1","1","13","7"
"568","1100101","playerB","藤岡 貴裕","ロッテ","2012","---","---","---","---","---","1.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","8","5","5","2","0","4","1","1","0","0","0","0","1","1","0","2","0","1","1","0","0"
"571","700027","playerB","梶谷 隆幸","DeNA","2012","0.000","0.368","0.143","0.231","0.200","0.313","0.000","0.278","0.138","---","0.500","0.000","0.000","0.000","---","0.000","0.000","0.167","1.000","0.000","---","0.000","0.000","0.125","0.000","476","361","519","171","54","252","40","30","5","3","2","21","1","61","4","223","0","9","7","13","5"
"592","800054","playerB","中田 翔","日本ハム","2012","0.318","0.306","0.167","0.263","0.382","0.364","0.302","0.270","0.227","0.000","0.222","0.154","0.000","0.000","0.250","0.000","0.167","0.000","0.143","---","0.053","0.069","0.050","0.000","0.000","1273","890","1074","261","93","606","131","81","25","1","24","50","5","101","8","547","4","0","0","9","5"
"628","600084","playerB","松田 宣浩","ソフトバンク","2012","0.382","0.444","0.533","0.455","0.591","0.130","0.275","0.227","0.267","0.000","0.200","0.125","0.000","0.000","0.200","0.000","0.273","1.000","0.000","0.000","0.000","0.179","0.091","0.091","0.000","798","537","703","225","48","390","108","64","28","7","9","27","1","63","7","360","2","0","0","26","16"
"652","1200015","playerB","ミレッジ","ヤクルト","2012","0.161","0.300","0.280","0.298","0.459","0.361","0.388","0.438","0.292","---","0.250","0.125","0.000","---","0.375","0.250","0.300","0.000","0.091","0.000","0.143","0.167","0.214","0.000","1.000","1201","898","1071","360","77","546","143","98","23","1","21","57","6","79","11","476","4","3","3","16","9"
"656","600011","playerB","川端 慎吾","ヤクルト","2012","0.375","0.371","0.350","0.188","0.447","0.348","0.154","0.455","0.217","---","0.143","0.400","0.222","0.000","0.000","---","0.000","0.200","0.000","0.000","0.000","0.000","0.133","0.267","0.000","971","762","1008","399","30","507","135","111","15","5","4","35","2","56","7","453","4","15","13","5","3"
"666","500090","playerB","田中 浩康","ヤクルト","2012","0.225","0.364","0.357","0.151","0.380","0.366","0.236","0.313","0.414","---","0.000","0.400","0.143","0.500","---","0.500","0.000","0.000","0.333","1.000","0.000","0.036","0.316","0.000","0.000","1135","917","1284","524","32","593","133","114","16","1","2","54","9","60","15","486","4","43","40","2","1"
"673","11992","playerB","畠山 和洋","ヤクルト","2012","0.333","0.308","0.136","0.181","0.444","0.364","0.242","0.237","0.300","---","0.200","0.500","0.333","---","0.500","0.000","0.333","---","0.000","---","0.000","0.185","0.467","0.250","0.000","963","748","983","400","48","497","121","86","21","1","13","37","2","64","13","455","2","1","1","3","2"
"681","11404","playerB","宮出 隆自","ヤクルト","2012","0.200","0.375","---","0.250","0.500","0.667","0.500","0.167","0.500","---","0.000","---","0.000","---","---","0.000","0.333","---","---","---","---","0.000","0.000","0.000","0.000","125","87","116","37","7","58","16","7","5","1","3","3","0","11","1","54","0","2","1","0","0"
"682","900419","playerB","松井 淳","ヤクルト","2012","0.000","0.571","0.385","0.400","0.308","0.375","0.333","0.385","0.353","---","0.000","0.000","0.000","---","---","0.000","---","0.000","0.000","0.000","---","0.000","0.167","0.214","0.000","309","202","292","102","23","150","41","27","8","1","5","6","1","26","5","143","0","0","0","2","1"
"687","20127","playerB","雄平","ヤクルト","2012","0.200","0.250","0.421","0.071","0.200","0.571","0.333","0.462","0.227","---","0.000","0.000","0.000","0.000","0.000","1.000","0.000","---","0.000","0.250","---","0.000","0.000","0.429","0.000","274","198","291","96","21","153","40","36","4","0","0","7","0","19","0","143","0","3","3","5","2"
"697","800014","playerB","三輪 正義","ヤクルト","2012","0.000","---","0.000","0.000","0.000","0.500","0.000","1.000","0.250","---","---","---","---","---","---","1.000","---","---","---","---","---","0.000","0.500","0.000","0.000","60","42","71","22","0","39","8","7","1","0","0","2","0","5","0","29","0","8","8","7","6"
"704","1100052","playerB","比屋根 渉","ヤクルト","2012","0.286","0.000","0.000","0.500","0.750","0.333","0.167","0.000","---","---","0.000","---","0.000","0.000","---","0.000","---","---","---","---","---","0.000","1.000","---","---","83","69","118","43","1","51","12","12","0","0","0","3","1","1","1","44","1","3","2","15","11"
"711","500480","playerB","バレンティン","ヤクルト","2012","0.323","0.533","0.167","0.442","0.429","0.333","0.154","0.409","0.292","1.000","0.182","0.167","0.111","---","0.500","0.000","0.000","0.500","0.000","0.000","0.100","0.059","0.077","0.000","---","997","759","782","247","111","422","96","52","13","0","31","64","3","92","14","353","2","0","0","1","1"
"720","11330","playerB","宮本 慎也","ヤクルト","2012","0.318","0.273","0.208","0.222","0.324","0.269","0.268","0.400","0.280","0.000","0.000","0.286","1.000","---","0.000","0.000","0.143","0.500","0.000","0.250","0.154","0.160","0.364","0.600","0.000","649","468","776","229","31","394","95","87","5","0","3","16","5","38","9","356","1","16","16","1","1"
"722","11857","playerB","野口 祥順","ヤクルト","2012","0.250","0.667","0.000","1.000","0.000","0.000","0.250","0.000","0.333","---","---","0.000","1.000","---","---","---","---","---","---","---","0.000","---","0.500","---","---","78","58","82","26","6","46","10","9","1","0","0","3","1","9","0","38","0","5","4","4","2"
"724","700020","playerB","上田 剛史","ヤクルト","2012","0.182","0.250","0.313","0.462","0.538","0.136","0.000","0.154","0.308","---","---","0.000","---","---","0.000","0.500","0.000","0.000","1.000","1.000","---","0.000","0.000","0.250","0.000","298","232","365","140","22","173","38","31","5","2","0","12","0","30","2","148","0","16","13","12","8"
"733","500089","playerB","川本 良平","ヤクルト","2012","0.400","0.500","0.000","0.375","0.250","0.000","0.333","---","0.000","---","0.000","0.000","---","0.000","0.500","---","---","---","---","---","0.000","0.000","0.000","---","---","84","63","83","28","9","47","11","8","2","0","1","3","1","13","1","43","0","1","0","1","0"
"737","11265","playerB","福地 寿樹","ヤクルト","2012","0.286","0.286","0.400","0.263","0.200","0.290","0.167","0.300","0.263","---","0.000","0.500","0.000","1.000","---","0.000","0.000","0.250","0.500","0.000","0.000","0.000","0.286","0.111","0.000","422","327","441","165","26","216","48","34","13","1","0","16","4","29","3","188","2","6","6","13","12"
"738","900044","playerB","中村 悠平","ヤクルト","2012","0.278","0.286","0.333","0.280","0.250","0.176","0.208","0.474","0.273","0.000","0.000","0.250","0.000","---","0.500","0.000","0.200","---","0.500","---","0.000","0.000","0.000","---","---","518","426","514","218","15","249","53","47","5","0","1","28","2","31","10","209","2","8","8","2","1"
"749","1000132","playerB","山田 哲人","ヤクルト","2012","0.400","0.200","---","0.300","0.400","0.500","---","0.000","0.000","---","0.000","0.500","---","---","0.000","---","0.000","---","0.000","---","---","0.200","0.000","---","---","95","64","97","45","6","49","11","8","2","0","1","5","0","11","0","44","0","0","0","0","0"
"760","20143","playerB","森岡 良介","ヤクルト","2012","0.375","0.185","0.444","0.211","0.400","0.250","0.176","0.381","0.300","---","1.000","0.667","0.250","0.000","0.000","0.000","---","0.000","---","0.000","0.000","0.000","0.000","0.167","0.000","501","356","552","173","39","282","61","49","8","3","1","11","5","44","1","245","2","19","19","2","1"
"765","600062","playerB","武内 晋一","ヤクルト","2012","0.000","0.250","0.333","0.167","0.167","0.200","0.375","0.333","0.316","---","---","0.000","0.000","0.000","---","1.000","---","0.200","---","0.000","---","---","0.000","0.500","0.000","194","150","200","87","7","94","20","16","3","0","1","7","4","14","4","82","0","0","0","2","1"
"772","900046","playerB","新田 玄気","ヤクルト","2012","1.000","0.000","---","1.000","---","0.000","0.000","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","18","13","13","3","3","9","2","2","0","0","0","0","0","1","1","9","0","0","0","0","0"
"774","12018","playerB","藤本 敦士","ヤクルト","2012","0.200","0.000","0.333","0.000","0.500","0.308","0.000","0.400","0.308","---","---","0.000","---","---","---","---","---","0.000","---","0.000","0.000","0.333","0.000","0.000","---","177","138","174","61","7","88","17","14","2","1","0","10","0","12","1","78","0","0","0","0","0"
"776","900417","playerB","荒木 貴裕","ヤクルト","2012","---","---","---","---","1.000","---","---","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","9","6","15","2","0","5","1","1","0","0","0","0","0","1","0","5","0","0","0","0","0"
"787","11795","playerB","松元 ユウイチ","ヤクルト","2012","0.800","0.000","0.000","0.000","1.000","0.000","0.000","0.200","0.000","---","0.000","---","---","---","---","---","---","---","0.000","0.000","---","---","0.000","0.000","0.500","88","68","75","24","3","40","7","7","0","0","0","3","0","3","3","37","0","0","0","0","0"
"791","600065","playerB","飯原 誉士","ヤクルト","2012","0.091","0.222","0.000","0.000","0.273","0.500","0.000","0.125","0.750","0.000","1.000","0.000","---","---","0.000","---","0.000","---","0.000","---","0.000","0.250","0.000","---","---","187","145","208","75","18","103","15","10","4","0","1","7","0","13","5","93","1","2","2","1","1"
"797","12115","playerB","福川 将和","ヤクルト","2012","0.000","0.000","---","---","---","---","0.000","---","1.000","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","17","12","14","6","3","7","1","0","0","0","1","0","0","4","0","7","0","0","0","0","0"
"798","12001","playerB","水田 圭介","ヤクルト","2012","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","7","4","5","3","1","3","0","0","0","0","0","0","0","2","0","3","0","0","0","0","0"
"800","12113","playerB","石川 雅規","ヤクルト","2012","1.000","0.200","0.400","0.000","0.250","0.000","0.000","0.500","0.250","---","1.000","---","0.000","0.000","---","1.000","---","---","1.000","0.000","0.000","---","0.000","0.000","0.000","69","42","123","48","5","56","10","10","0","0","0","0","0","8","0","47","0","12","9","0","0"
"811","1200014","playerB","ロマン","ヤクルト","2012","0.000","0.000","0.500","0.273","0.333","0.000","0.125","0.000","0.000","---","0.000","0.000","---","---","1.000","---","0.000","---","0.000","---","0.000","0.000","---","1.000","---","63","34","93","38","5","54","8","5","3","0","0","0","0","11","0","51","0","5","3","0","0"
"814","600010","playerB","村中 恭兵","ヤクルト","2012","0.000","0.500","0.222","0.000","0.000","0.000","0.000","0.333","0.000","---","0.000","0.000","0.000","---","---","1.000","---","---","---","0.000","---","0.000","0.000","0.000","0.000","84","62","117","63","11","50","6","5","0","1","0","4","0","20","0","42","0","7","4","0","0"
"818","900042","playerB","赤川 克紀","ヤクルト","2012","0.500","0.000","0.000","0.000","0.000","0.125","0.333","0.000","0.000","---","---","1.000","---","0.000","---","0.000","---","---","---","0.000","---","---","0.000","0.000","---","65","49","117","58","12","49","4","3","1","0","0","1","0","24","1","46","0","4","2","0","0"
"821","20128","playerB","館山 昌平","ヤクルト","2012","0.167","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","---","---","---","0.000","---","---","---","---","---","0.000","---","0.000","---","0.000","0.000","---","83","66","114","70","7","57","1","1","0","0","0","7","0","26","1","41","0","13","9","0","0"
"826","700019","playerB","増渕 竜義","ヤクルト","2012","---","0.000","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","0.000","---","0.000","---","---","0.000","---","0.000","---","12","4","14","9","1","9","0","0","0","0","0","0","0","6","0","8","0","3","1","0","0"
"827","1000133","playerB","七條 祐樹","ヤクルト","2012","---","0.000","---","---","0.000","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","11","9","19","4","5","8","0","0","0","0","0","0","0","4","0","7","0","3","1","0","0"
"830","900415","playerB","中澤 雅人","ヤクルト","2012","---","---","0.000","---","0.000","---","---","---","0.000","---","---","---","---","---","---","---","---","0.000","---","---","---","---","0.000","---","---","5","3","12","6","1","6","0","0","0","0","0","0","0","2","0","5","0","1","1","0","0"
"832","900043","playerB","八木 亮祐","ヤクルト","2012","0.000","---","---","---","---","0.000","0.000","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","3","2","13","6","2","5","0","0","0","0","0","0","0","2","0","4","0","2","1","0","0"
"844","11521","playerB","岩村 明憲","楽天","2012","0.429","0.000","0.364","0.000","0.500","0.077","0.000","0.500","0.100","---","0.000","0.000","0.000","0.000","0.500","0.000","---","0.000","---","0.000","---","---","0.000","---","---","164","133","158","52","10","79","14","7","6","0","1","11","0","10","0","67","1","0","0","0","0"
"847","400046","playerB","田中 雅彦","ロッテ","2012","0.111","0.231","0.000","0.214","0.429","0.000","0.300","0.500","0.000","---","0.000","0.000","0.000","---","---","---","0.000","---","0.000","0.000","0.250","0.000","0.667","---","---","171","135","183","58","13","95","17","15","2","0","0","7","1","17","2","83","0","5","4","1","1"
"906","700063","playerB","今浪 隆博","日本ハム","2012","0.000","1.000","0.000","0.000","0.500","0.000","---","---","0.000","---","0.000","---","---","---","---","0.000","---","---","---","---","---","---","0.000","0.000","---","33","23","36","15","3","18","3","3","0","0","0","0","0","0","1","18","0","0","0","0","0"
"934","20203","playerB","新垣 渚","ソフトバンク","2012","---","---","---","1.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","1","4","1","1","2","2","2","0","0","0","0","0","0","0","2","0","0","0","0","0"
"947","700094","playerB","大引 啓次","オリックス","2012","0.250","0.289","0.158","0.255","0.241","0.500","0.139","0.250","0.190","0.000","0.250","0.000","0.000","---","0.250","0.000","0.000","---","0.000","1.000","0.000","0.053","0.000","0.000","0.667","830","673","930","351","70","432","79","60","12","1","6","46","3","74","8","352","3","29","28","7","6"
"956","400048","playerB","成瀬 善久","ロッテ","2012","---","---","---","---","0.000","---","---","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","0.000","---","10","5","11","3","2","6","0","0","0","0","0","0","0","3","0","5","0","1","1","0","0"
"964","20199","playerB","坂口 智隆","オリックス","2012","0.071","0.273","0.400","0.286","0.400","0.227","0.222","0.250","0.150","---","0.000","0.000","---","---","0.000","0.500","---","0.000","---","0.500","0.000","0.000","0.500","0.111","0.000","305","229","370","126","7","165","36","33","2","1","0","5","0","13","0","158","0","2","2","4","2"
